descriptor-temperature	descriptor-logPressure	dCO2_g/dCO_s	dCO2_g/dO_s	dCO2_g/dO-CO_s	dCO2_g/dO-O_s	dCO_g/dCO_s	dCO_g/dO_s	dCO_g/dO-CO_s	dCO_g/dO-O_s	dO2_g/dCO_s	dO2_g/dO_s	dO2_g/dO-CO_s	dO2_g/dO-O_s
957.1428571428571	-0.9285714285714288	0.00023965112472684025	-0.017984299352762283	0.018912800101328845	0.9812686176077269	0.00023965112472684025	-0.017984299352762283	0.018912800101328845	0.9812686176077269	0.00023965112472684025	-0.017984299352762283	0.018912800101328845	0.9812686176077269
957.1428571428571	-1.7142857142857144	0.0002820043473165917	-0.017918633001108568	0.021783143773854804	0.9784258072398396	0.0002820043473165917	-0.017918633001108568	0.021783143773854804	0.9784258072398396	0.0002820043473165917	-0.017918633001108568	0.021783143773854804	0.9784258072398396
957.1428571428571	-2.5	0.0005036095605758804	-0.01752797156305405	0.03877703390371472	0.961594928535895	0.0005036095605758804	-0.01752797156305405	0.03877703390371472	0.961594928535895	0.0005036095605758804	-0.01752797156305405	0.03877703390371472	0.961594928535895
957.1428571428571	-3.2857142857142856	0.001640290539949698	-0.015470572063026478	0.12626143054526476	0.8749497206341253	0.001640290539949698	-0.015470572063026478	0.12626143054526476	0.8749497206341253	0.001640290539949698	-0.015470572063026478	0.12626143054526476	0.8749497206341253
957.1428571428571	-4.071428571428571	0.005085913269718943	-0.008650953955940458	0.3914901292487163	0.6122653047737466	0.005085913269718943	-0.008650953955940458	0.3914901292487163	0.6122653047737466	0.005085913269718943	-0.008650953955940458	0.3914901292487163	0.6122653047737466
957.1428571428571	-4.857142857142858	0.0091237802251089	0.0010218612437977422	0.7023295807839435	0.3044079393395253	0.0091237802251089	0.0010218612437977422	0.7023295807839435	0.3044079393395253	0.0091237802251089	0.0010218612437977422	0.7023295807839435	0.3044079393395253
957.1428571428571	-5.642857142857142	0.011395158863568958	0.00778315891803211	0.8771992908224592	0.13121608135857807	0.011395158863568958	0.00778315891803211	0.8771992908224592	0.13121608135857807	0.011395158863568958	0.00778315891803211	0.8771992908224592	0.13121608135857807
957.1428571428571	-6.428571428571429	0.012380826132803785	0.011166057646736414	0.9530898052665032	0.05605379921559684	0.012380826132803785	0.011166057646736414	0.9530898052665032	0.05605379921559684	0.012380826132803785	0.011166057646736414	0.9530898052665032	0.05605379921559684
957.1428571428571	-7.214285714285714	0.012785389053915868	0.012653943497551607	0.9842399892295367	0.025202543215113584	0.012785389053915868	0.012653943497551607	0.9842399892295367	0.025202543215113584	0.012785389053915868	0.012653943497551607	0.9842399892295367	0.025202543215113584
957.1428571428571	-8.0	0.012949653430592244	0.013276437475811774	0.996888105611858	0.012675805534797233	0.012949653430592244	0.013276437475811774	0.996888105611858	0.012675805534797233	0.012949653430592244	0.013276437475811774	0.996888105611858	0.012675805534797233
914.2857142857142	3.0	-0.11161306993823221	-0.014364001468715267	0.01464367233553769	0.9854968920748243	-0.11161306993823221	-0.014364001468715267	0.01464367233553769	0.9854968920748243	-0.11161306993823221	-0.014364001468715267	0.01464367233553769	0.9854968920748243
914.2857142857142	2.2142857142857135	-0.019010618517984402	-0.015068379538657587	0.0153618224142164	0.9847855589277927	-0.019010618517984402	-0.015068379538657587	0.0153618224142164	0.9847855589277927	-0.019010618517984402	-0.015068379538657587	0.0153618224142164	0.9847855589277927
914.2857142857142	1.4285714285714288	-0.0029707160222144546	-0.015190379357954644	0.01548655248451695	0.9846620121454238	-0.0029707160222144546	-0.015190379357954644	0.01548655248451695	0.9846620121454238	-0.0029707160222144546	-0.015190379357954644	0.01548655248451695	0.9846620121454238
914.2857142857142	0.6428571428571423	-0.0003187348001555466	-0.015210505969157047	0.015509238233622326	0.9846395418096662	-0.0003187348001555466	-0.015210505969157047	0.015509238233622326	0.9846395418096662	-0.0003187348001555466	-0.015210505969157047	0.015509238233622326	0.9846395418096662
914.2857142857142	-0.14285714285714324	0.00011646667232355713	-0.015213537635332976	0.015525560759301263	0.9846233755023748	0.00011646667232355713	-0.015213537635332976	0.015525560759301263	0.9846233755023748	0.00011646667232355713	-0.015213537635332976	0.015525560759301263	0.9846233755023748
914.2857142857142	-0.9285714285714288	0.00018876543744012666	-0.0152123862835818	0.015605161374459026	0.9845445384342896	0.00018876543744012666	-0.0152123862835818	0.015605161374459026	0.9845445384342896	0.00018876543744012666	-0.0152123862835818	0.015605161374459026	0.9845445384342896
914.2857142857142	-1.7142857142857144	0.00020670378215206588	-0.01520214346833479	0.016087458802027034	0.9840668676634907	0.00020670378215206588	-0.01520214346833479	0.016087458802027034	0.9840668676634907	0.00020670378215206588	-0.01520214346833479	0.016087458802027034	0.9840668676634907
914.2857142857142	-2.5	0.0002466632859510928	-0.015139367173341233	0.019016254381140785	0.9811661679458183	0.0002466632859510928	-0.015139367173341233	0.019016254381140785	0.9811661679458183	0.0002466632859510928	-0.015139367173341233	0.019016254381140785	0.9811661679458183
914.2857142857142	-3.2857142857142856	0.0004721273793857175	-0.0147663853656277	0.03634774383770058	0.9640009391848643	0.0004721273793857175	-0.0147663853656277	0.03634774383770058	0.9640009391848643	0.0004721273793857175	-0.0147663853656277	0.03634774383770058	0.9640009391848643
914.2857142857142	-4.071428571428571	0.0016283193480003493	-0.012810896735080492	0.1253445452430723	0.8758578869026327	0.0016283193480003493	-0.012810896735080492	0.1253445452430723	0.8758578869026327	0.0016283193480003493	-0.012810896735080492	0.1253445452430723	0.8758578869026327
914.2857142857142	-4.857142857142858	0.005107242320647485	-0.006425892556787649	0.3931467260427699	0.6106247939693376	0.005107242320647485	-0.006425892556787649	0.3931467260427699	0.6106247939693376	0.005107242320647485	-0.006425892556787649	0.3931467260427699	0.6106247939693376
914.2857142857142	-5.642857142857142	0.0091466058663214	0.0024137302737038723	0.7041030980227327	0.30265164974119113	0.0091466058663214	0.0024137302737038723	0.7041030980227327	0.30265164974119113	0.0091466058663214	0.0024137302737038723	0.7041030980227327	0.30265164974119113
914.2857142857142	-6.428571428571429	0.011406939335773584	0.00846938590009121	0.8781162015159015	0.13030809763349666	0.011406939335773584	0.00846938590009121	0.8781162015159015	0.13030809763349666	0.011406939335773584	0.00846938590009121	0.8781162015159015	0.13030809763349666
914.2857142857142	-7.214285714285714	0.012385959513432887	0.011467432950719041	0.9534897587468523	0.05565774485328702	0.012385959513432887	0.011467432950719041	0.9534897587468523	0.05565774485328702	0.012385959513432887	0.011467432950719041	0.9534897587468523	0.05565774485328702
914.2857142857142	-8.0	0.012787521793972639	0.012780034594745937	0.9844062336184951	0.025037920525257162	0.012787521793972639	0.012780034594745937	0.9844062336184951	0.025037920525257162	0.012787521793972639	0.012780034594745937	0.9844062336184951	0.025037920525257162
871.4285714285713	3.0	-0.25591298899076814	-0.011023319872756194	0.011237939656879881	0.9888699685917562	-0.25591298899076814	-0.011023319872756194	0.011237939656879881	0.9888699685917562	-0.25591298899076814	-0.011023319872756194	0.011237939656879881	0.9888699685917562
871.4285714285713	2.2142857142857135	-0.04680463454459436	-0.012344966660259511	0.012585326407598015	0.9875354293634874	-0.04680463454459436	-0.012344966660259511	0.012585326407598015	0.9875354293634874	-0.04680463454459436	-0.012344966660259511	0.012585326407598015	0.9875354293634874
871.4285714285713	1.4285714285714288	-0.007680210259592926	-0.012592247388375265	0.012837471642092653	0.9872856862255472	-0.007680210259592926	-0.012592247388375265	0.012837471642092653	0.9872856862255472	-0.007680210259592926	-0.012592247388375265	0.012837471642092653	0.9872856862255472
871.4285714285713	0.6428571428571423	-0.0011221638974848692	-0.012633690771272828	0.012880027676636149	0.9872435355601977	-0.0011221638974848692	-0.012633690771272828	0.012880027676636149	0.9872435355601977	-0.0011221638974848692	-0.012633690771272828	0.012880027676636149	0.9872435355601977
871.4285714285713	-0.14285714285714324	-4.388546047603651e-05	-0.012640469014699902	0.012888804737891897	0.9872348422240901	-4.388546047603651e-05	-0.012640469014699902	0.012888804737891897	0.9872348422240901	-4.388546047603651e-05	-0.012640469014699902	0.012888804737891897	0.9872348422240901
871.4285714285713	-0.9285714285714288	0.00013297716363334697	-0.012641361573913273	0.012901112314762537	0.987222652640082	0.00013297716363334697	-0.012641361573913273	0.012901112314762537	0.987222652640082	0.00013297716363334697	-0.012641361573913273	0.012901112314762537	0.987222652640082
871.4285714285713	-1.7142857142857144	0.0001628103171620704	-0.012640174841986134	0.012969481292861058	0.987154939537204	0.0001628103171620704	-0.012640174841986134	0.012969481292861058	0.987154939537204	0.0001628103171620704	-0.012640174841986134	0.012969481292861058	0.987154939537204
871.4285714285713	-2.5	0.00017295540184503216	-0.012631847779319322	0.013385487308413511	0.9867429244138407	0.00017295540184503216	-0.012631847779319322	0.013385487308413511	0.9867429244138407	0.00017295540184503216	-0.012631847779319322	0.013385487308413511	0.9867429244138407
871.4285714285713	-3.2857142857142856	0.00020657653577207615	-0.012581033137094053	0.015913846444494978	0.9842388207312733	0.00020657653577207615	-0.012581033137094053	0.015913846444494978	0.9842388207312733	0.00020657653577207615	-0.012581033137094053	0.015913846444494978	0.9842388207312733
871.4285714285713	-4.071428571428571	0.00040190582876243935	-0.012278129542515136	0.030940395597106835	0.9693564267003131	0.00040190582876243935	-0.012278129542515136	0.030940395597106835	0.9693564267003131	0.00040190582876243935	-0.012278129542515136	0.030940395597106835	0.9693564267003131
871.4285714285713	-4.857142857142858	0.0014266070543470166	-0.010662317384731168	0.10981985420681806	0.8912336890150383	0.0014266070543470166	-0.010662317384731168	0.10981985420681806	0.8912336890150383	0.0014266070543470166	-0.010662317384731168	0.10981985420681806	0.8912336890150383
871.4285714285713	-5.642857142857142	0.004720500583144699	-0.005112781945216573	0.36338396171577697	0.6401021434129315	0.004720500583144699	-0.005112781945216573	0.36338396171577697	0.6401021434129315	0.004720500583144699	-0.005112781945216573	0.36338396171577697	0.6401021434129315
871.4285714285713	-6.428571428571429	0.0088650353933761	0.003018711270499793	0.6824367839453364	0.32411022581440213	0.0088650353933761	0.003018711270499793	0.6824367839453364	0.32411022581440213	0.0088650353933761	0.003018711270499793	0.6824367839453364	0.32411022581440213
871.4285714285713	-7.214285714285714	0.011277978899197079	0.008731355888004085	0.8681941420847274	0.14013503929409468	0.011277978899197079	0.008731355888004085	0.8681941420847274	0.14013503929409468	0.011277978899197079	0.008731355888004085	0.8681941420847274	0.14013503929409468
871.4285714285713	-8.0	0.012332669225002571	0.011577248169693178	0.949389967708891	0.05971823714640477	0.012332669225002571	0.011577248169693178	0.949389967708891	0.05971823714640477	0.012332669225002571	0.011577248169693178	0.949389967708891	0.05971823714640477
828.5714285714286	3.0	-0.5671460962811797	-0.007376154903332505	0.007519764903317235	0.9925524655285412	-0.5671460962811797	-0.007376154903332505	0.007519764903317235	0.9925524655285412	-0.5671460962811797	-0.007376154903332505	0.007519764903317235	0.9925524655285412
828.5714285714286	2.2142857142857135	-0.1216660622214113	-0.009669430597600694	0.009857690409207929	0.9902369051294528	-0.1216660622214113	-0.009669430597600694	0.009857690409207929	0.9902369051294528	-0.1216660622214113	-0.009669430597600694	0.009857690409207929	0.9902369051294528
828.5714285714286	1.4285714285714288	-0.02088399808158592	-0.010188243967576461	0.010386610620776702	0.9897130386559168	-0.02088399808158592	-0.010188243967576461	0.010386610620776702	0.9897130386559168	-0.02088399808158592	-0.010188243967576461	0.010386610620776702	0.9897130386559168
828.5714285714286	0.6428571428571423	-0.003337077486481421	-0.010278572661358105	0.010478733506901169	0.9896217957614435	-0.003337077486481421	-0.010278572661358105	0.010478733506901169	0.9896217957614435	-0.003337077486481421	-0.010278572661358105	0.010478733506901169	0.9896217957614435
828.5714285714286	-0.14285714285714324	-0.00043337809744505625	-0.010293516509735059	0.01049418529432755	0.9896064915771997	-0.00043337809744505625	-0.010293516509735059	0.01049418529432755	0.9896064915771997	-0.00043337809744505625	-0.010293516509735059	0.01049418529432755	0.9896064915771997
828.5714285714286	-0.9285714285714288	4.3038550783252886e-05	-0.010295944419042805	0.01049798528359771	0.989602727939103	4.3038550783252886e-05	-0.010295944419042805	0.01049798528359771	0.989602727939103	4.3038550783252886e-05	-0.010295944419042805	0.01049798528359771	0.989602727939103
828.5714285714286	-1.7142857142857144	0.00012119249095988641	-0.010296196407917065	0.010506330562906901	0.9895944627037666	0.00012119249095988641	-0.010296196407917065	0.010506330562906901	0.9895944627037666	0.00012119249095988641	-0.010296196407917065	0.010506330562906901	0.9895944627037666
828.5714285714286	-2.5	0.00013460630176772466	-0.010295347658586444	0.010554843924454495	0.989546414756017	0.00013460630176772466	-0.010295347658586444	0.010554843924454495	0.989546414756017	0.00013460630176772466	-0.010295347658586444	0.010554843924454495	0.989546414756017
828.5714285714286	-3.2857142857142856	0.00014054059214759442	-0.010289777304466915	0.010850484909069034	0.9892536100250703	0.00014054059214759442	-0.010289777304466915	0.010850484909069034	0.9892536100250703	0.00014054059214759442	-0.010289777304466915	0.010850484909069034	0.9892536100250703
828.5714285714286	-4.071428571428571	0.00016425593683371461	-0.01025580195485169	0.012649708573588676	0.9874716473490748	0.00016425593683371461	-0.01025580195485169	0.012649708573588676	0.9874716473490748	0.00016425593683371461	-0.01025580195485169	0.012649708573588676	0.9874716473490748
828.5714285714286	-4.857142857142858	0.0003043007048162625	-0.010051934686831639	0.023426131274984913	0.9767986090906132	0.0003043007048162625	-0.010051934686831639	0.023426131274984913	0.9767986090906132	0.0003043007048162625	-0.010051934686831639	0.023426131274984913	0.9767986090906132
828.5714285714286	-5.642857142857142	0.0010699238860448655	-0.008925575891460154	0.08236368154112558	0.9184264812322873	0.0010699238860448655	-0.008925575891460154	0.08236368154112558	0.9184264812322873	0.0010699238860448655	-0.008925575891460154	0.08236368154112558	0.9184264812322873
828.5714285714286	-6.428571428571429	0.0038901667317646194	-0.004582488089455782	0.29946863605107293	0.7034043496154956	0.0038901667317646194	-0.004582488089455782	0.29946863605107293	0.7034043496154956	0.0038901667317646194	-0.004582488089455782	0.29946863605107293	0.7034043496154956
828.5714285714286	-7.214285714285714	0.008175326896134018	0.0028573935281082817	0.6293471480289902	0.3766906022809408	0.008175326896134018	0.0028573935281082817	0.6293471480289902	0.3766906022809408	0.008175326896134018	0.0028573935281082817	0.6293471480289902	0.3766906022809408
828.5714285714286	-8.0	0.010949509098613783	0.008565675234111078	0.8429110146626926	0.16517564634370305	0.010949509098613783	0.008565675234111078	0.8429110146626926	0.16517564634370305	0.010949509098613783	0.008565675234111078	0.8429110146626926	0.16517564634370305
785.7142857142857	3.0	-1.080987382104106	-0.003764659918582553	0.003837955862227686	0.9961989141976803	-1.080987382104106	-0.003764659918582553	0.003837955862227686	0.9961989141976803	-1.080987382104106	-0.003764659918582553	0.003837955862227686	0.9961989141976803
785.7142857142857	2.2142857142857135	-0.32300816915183767	-0.0068696594180996	0.007003408139040248	0.9930638076106757	-0.32300816915183767	-0.0068696594180996	0.007003408139040248	0.9930638076106757	-0.32300816915183767	-0.0068696594180996	0.007003408139040248	0.9930638076106757
785.7142857142857	1.4285714285714288	-0.06108057075888981	-0.0079426242161425	0.008097263531291865	0.9919804250755319	-0.06108057075888981	-0.0079426242161425	0.008097263531291865	0.9919804250755319	-0.06108057075888981	-0.0079426242161425	0.008097263531291865	0.9919804250755319
785.7142857142857	0.6428571428571423	-0.010176733720469143	-0.00815114752576006	0.008309849977385151	0.9917698731879204	-0.010176733720469143	-0.00815114752576006	0.008309849977385151	0.9917698731879204	-0.010176733720469143	-0.00815114752576006	0.008309849977385151	0.9917698731879204
785.7142857142857	-0.14285714285714324	-0.0015833834609269124	-0.008186349122722444	0.008345757069657388	0.9917343097192276	-0.0015833834609269124	-0.008186349122722444	0.008345757069657388	0.9917343097192276	-0.0015833834609269124	-0.008186349122722444	0.008345757069657388	0.9917343097192276
785.7142857142857	-0.9285714285714288	-0.0001688034068365055	-0.008192141677457469	0.00835178535865428	0.9917283391218288	-0.0001688034068365055	-0.008192141677457469	0.00835178535865428	0.9917283391218288	-0.0001688034068365055	-0.008192141677457469	0.00835178535865428	0.9917283391218288
785.7142857142857	-1.7142857142857144	6.308997887618941e-05	-0.008193078448207342	0.00835349106455097	0.9917266497566609	6.308997887618941e-05	-0.008193078448207342	0.00835349106455097	0.9917266497566609	6.308997887618941e-05	-0.008193078448207342	0.00835349106455097	0.9917266497566609
785.7142857142857	-2.5	0.0001011336834818384	-0.00819315393626885	0.008358151291623487	0.9917220342345563	0.0001011336834818384	-0.00819315393626885	0.008358151291623487	0.9917220342345563	0.0001011336834818384	-0.00819315393626885	0.008358151291623487	0.9917220342345563
785.7142857142857	-3.2857142857142856	0.00010771240227482859	-0.008192690308684874	0.008385659992128458	0.9916947894434268	0.00010771240227482859	-0.008192690308684874	0.008385659992128458	0.9916947894434268	0.00010771240227482859	-0.008192690308684874	0.008385659992128458	0.9916947894434268
785.7142857142857	-4.071428571428571	0.00011091047175260663	-0.008189709054169016	0.008553407881526866	0.9915286508755152	0.00011091047175260663	-0.008189709054169016	0.008553407881526866	0.9915286508755152	0.00011091047175260663	-0.008189709054169016	0.008553407881526866	0.9915286508755152
785.7142857142857	-4.857142857142858	0.00012435726810604026	-0.00817151265414689	0.009575712781068516	0.9905161536543823	0.00012435726810604026	-0.00817151265414689	0.009575712781068516	0.9905161536543823	0.00012435726810604026	-0.00817151265414689	0.009575712781068516	0.9905161536543823
785.7142857142857	-5.642857142857142	0.00020458454694917652	-0.008061523261201568	0.01574961670602094	0.9844014802648946	0.00020458454694917652	-0.008061523261201568	0.01574961670602094	0.9844014802648946	0.00020458454694917652	-0.008061523261201568	0.01574961670602094	0.9844014802648946
785.7142857142857	-6.428571428571429	0.0006637842049793687	-0.007428604196382223	0.05109911094036669	0.9493911182819464	0.0006637842049793687	-0.007428604196382223	0.05109911094036669	0.9493911182819464	0.0006637842049793687	-0.007428604196382223	0.05109911094036669	0.9493911182819464
785.7142857142857	-7.214285714285714	0.0026865292020211546	-0.004569533293864841	0.2068129549761203	0.7951711470069286	0.0026865292020211546	-0.004569533293864841	0.2068129549761203	0.7951711470069286	0.0026865292020211546	-0.004569533293864841	0.2068129549761203	0.7951711470069286
785.7142857142857	-8.0	0.00688822536761169	0.0018687029173307635	0.5302666486393449	0.47482058477030065	0.00688822536761169	0.0018687029173307635	0.5302666486393449	0.47482058477030065	0.00688822536761169	0.0018687029173307635	0.5302666486393449	0.47482058477030065
742.8571428571429	3.0	-1.593058811208363	-0.001290757866803739	0.0013158882371730992	0.9986967497017467	-1.593058811208363	-0.001290757866803739	0.0013158882371730992	0.9986967497017467	-1.593058811208363	-0.001290757866803739	0.0013158882371730992	0.9986967497017467
742.8571428571429	2.2142857142857135	-0.7813450050968674	-0.0038653951427340774	0.003940652337768121	0.9960971733242923	-0.7813450050968674	-0.0038653951427340774	0.003940652337768121	0.9960971733242923	-0.7813450050968674	-0.0038653951427340774	0.003940652337768121	0.9960971733242923
742.8571428571429	1.4285714285714288	-0.19001087189452653	-0.005741020325811794	0.005852794984073526	0.9942033625012819	-0.19001087189452653	-0.005741020325811794	0.005852794984073526	0.9942033625012819	-0.19001087189452653	-0.005741020325811794	0.005852794984073526	0.9942033625012819
742.8571428571429	0.6428571428571423	-0.03373969260013088	-0.006236689586163209	0.006358114896514685	0.9937028846628603	-0.03373969260013088	-0.006236689586163209	0.006358114896514685	0.9937028846628603	-0.03373969260013088	-0.006236689586163209	0.006358114896514685	0.9937028846628603
742.8571428571429	-0.14285714285714324	-0.005535416113850288	-0.006326149390948308	0.006449317872285684	0.9936125555023726	-0.005535416113850288	-0.006326149390948308	0.006449317872285684	0.9936125555023726	-0.005535416113850288	-0.006326149390948308	0.006449317872285684	0.9936125555023726
742.8571428571429	-0.9285714285714288	-0.0008385569061673098	-0.006341046993899426	0.006464514292031636	0.9935975046763093	-0.0008385569061673098	-0.006341046993899426	0.006464514292031636	0.9935975046763093	-0.0008385569061673098	-0.006341046993899426	0.006464514292031636	0.9935975046763093
742.8571428571429	-1.7142857142857144	-6.715143384832635e-05	-0.006343492889891796	0.0064670613428565015	0.9935949820288146	-6.715143384832635e-05	-0.006343492889891796	0.0064670613428565015	0.9935949820288146	-6.715143384832635e-05	-0.006343492889891796	0.0064670613428565015	0.9935949820288146
742.8571428571429	-2.5	5.925738709385482e-05	-0.006343888412242689	0.006467791415527516	0.9935942589549602	5.925738709385482e-05	-0.006343888412242689	0.006467791415527516	0.9935942589549602	5.925738709385482e-05	-0.006343888412242689	0.006467791415527516	0.9935942589549602
742.8571428571429	-3.2857142857142856	7.99881320512016e-05	-0.006343921027780143	0.006469820208195881	0.9935922496251495	7.99881320512016e-05	-0.006343921027780143	0.006469820208195881	0.9935922496251495	7.99881320512016e-05	-0.006343921027780143	0.006469820208195881	0.9935922496251495
742.8571428571429	-4.071428571428571	8.353506426184283e-05	-0.006343729953068711	0.006481808745556383	0.9935803761026707	8.353506426184283e-05	-0.006343729953068711	0.006481808745556383	0.9935803761026707	8.353506426184283e-05	-0.006343729953068711	0.006481808745556383	0.9935803761026707
742.8571428571429	-4.857142857142858	8.50403477064045e-05	-0.006342499599829409	0.0065549290683020855	0.9935079572779625	8.50403477064045e-05	-0.006342499599829409	0.0065549290683020855	0.9935079572779625	8.50403477064045e-05	-0.006342499599829409	0.0065549290683020855	0.9935079572779625
742.8571428571429	-5.642857142857142	9.092580925308856e-05	-0.006334982831867346	0.007000998661143965	0.9930661671650617	9.092580925308856e-05	-0.006334982831867346	0.007000998661143965	0.9930661671650617	9.092580925308856e-05	-0.006334982831867346	0.007000998661143965	0.9930661671650617
742.8571428571429	-6.428571428571429	0.00012615040819566241	-0.00628929224086061	0.0097115024779725	0.9903816672431194	0.00012615040819566241	-0.00628929224086061	0.0097115024779725	0.9903816672431194	0.00012615040819566241	-0.00628929224086061	0.0097115024779725	0.9903816672431194
742.8571428571429	-7.214285714285714	0.00033506232280332174	-0.006017702046226031	0.025793717747639257	0.9744537407260381	0.00033506232280332174	-0.006017702046226031	0.025793717747639257	0.9744537407260381	0.00033506232280332174	-0.006017702046226031	0.025793717747639257	0.9744537407260381
742.8571428571429	-8.0	0.0014222931283540026	-0.004589866485673826	0.1094906229138449	0.8915598029294755	0.0014222931283540026	-0.004589866485673826	0.1094906229138449	0.8915598029294755	0.0014222931283540026	-0.004589866485673826	0.1094906229138449	0.8915598029294755
