descriptor-temperature	descriptor-logPressure	CO_s	O_s
785.7142857142857	-7.214285714285714	7.185502762092653e-11	0.0036943558096684845
785.7142857142857	-8.0	1.1781074445500204e-11	0.0026798230631407904
742.8571428571429	3.0	0.7965379401315786	0.0006543477180134674
742.8571428571429	2.2142857142857135	0.39069808337315165	0.001959556124354398
742.8571428571429	1.4285714285714288	0.09504344617386837	0.002910401446011515
742.8571428571429	0.6428571428571423	0.016911141845241576	0.0031616802279054944
742.8571428571429	-0.14285714285714324	0.0028095965609438627	0.0032070317504755016
742.8571428571429	-0.9285714285714288	0.0004612657570477286	0.0032145841275415415
742.8571428571429	-1.7142857142857144	7.557958027805323e-05	0.0032158244356979256
742.8571428571429	-2.5	1.237991431369135e-05	0.003216027172887996
742.8571428571429	-3.2857142857142856	2.027719372514301e-06	0.0032160573084384935
742.8571428571429	-4.071428571428571	3.3211944953668325e-07	0.00321604348217358
742.8571428571429	-4.857142857142858	5.43976571660009e-08	0.003215926676717595
742.8571428571429	-5.642857142857142	8.909764859735812e-09	0.003215208599640241
742.8571428571429	-6.428571428571429	1.4593311898851113e-09	0.003210837469600549
742.8571428571429	-7.214285714285714	2.3902921596600046e-10	0.0031846550221582546
742.8571428571429	-8.0	3.9156079372675835e-11	0.00304119593792965
700.0	3.0	0.9370102959652816	0.00021709015321858208
700.0	2.2142857142857135	0.709003449481228	0.0010029017762551713
700.0	1.4285714285714288	0.28523813618975824	0.0024633829795209393
700.0	0.6428571428571423	0.06135279081507023	0.0032349901240959376
700.0	-0.14285714285714324	0.010592364107510896	0.0034099328299103484
700.0	-0.9285714285714288	0.0017504209122573776	0.003440406045265868
700.0	-1.7142857142857144	0.0002871206039980487	0.0034454492135127363
700.0	-2.5	4.703859669617434e-05	0.0034462766001108354
700.0	-3.2857142857142856	7.704725212212991e-06	0.0034464119093904197
700.0	-4.071428571428571	1.2619602263648384e-06	0.0034464325723555372
700.0	-4.857142857142858	2.0669589138997637e-07	0.003446426797045775
700.0	-5.642857142857142	3.3854597779693777e-08	0.003446369929615214
700.0	-6.428571428571429	5.545025374127416e-09	0.0034460192749808023
700.0	-7.214285714285714	9.082181695748026e-10	0.0034438809050680763
700.0	-8.0	1.4875841436490518e-10	0.0034309393696723934
657.1428571428571	3.0	0.9851524138286296	3.7786309308225016e-05
657.1428571428571	2.2142857142857135	0.9157369005899632	0.00021444506214781124
657.1428571428571	1.4285714285714288	0.6402872375558396	0.000915449661832676
657.1428571428571	0.6428571428571423	0.225733164130474	0.0019704675210622854
657.1428571428571	-0.14285714285714324	0.045575556340809356	0.0024289589622020283
657.1428571428571	-0.9285714285714288	0.007760552271155005	0.0025251961178176657
657.1428571428571	-1.7142857142857144	0.0012793985738113955	0.0025416903059241663
657.1428571428571	-2.5	0.00020977631576802474	0.0025444124360342857
657.1428571428571	-3.2857142857142856	3.436515898608836e-05	0.002544858841138913
657.1428571428571	-4.071428571428571	5.62880951676245e-06	0.002544931931634877
657.1428571428571	-4.857142857142858	9.219435082202134e-07	0.002544943654106161
657.1428571428571	-5.642857142857142	1.5100466368033323e-07	0.0025449440515966015
657.1428571428571	-6.428571428571429	2.4732962196195848e-08	0.0025449348210869276
657.1428571428571	-7.214285714285714	4.050996634167495e-09	0.002544876558861001
657.1428571428571	-8.0	6.635104284066784e-10	0.0025445206478386106
614.2857142857142	3.0	0.99721757460437	5.006021698163911e-06
614.2857142857142	2.2142857142857135	0.9832501124681003	3.013568685823246e-05
614.2857142857142	1.4285714285714288	0.90579143549647	0.0001694960515003014
614.2857142857142	0.6428571428571423	0.6116192980681576	0.0006987580783801222
614.2857142857142	-0.14285714285714324	0.20504598083805495	0.0014302475395133337
614.2857142857142	-0.9285714285714288	0.040534455995638555	0.0017262296950312952
614.2857142857142	-1.7142857142857144	0.00687204330308161	0.0017867936797255233
614.2857142857142	-2.5	0.0011320730783735775	0.0017971207906021121
614.2857142857142	-3.2857142857142856	0.00018559723299432188	0.001798823649671651
614.2857142857142	-4.071428571428571	3.0403572580139755e-05	0.0017991028668198534
614.2857142857142	-4.857142857142858	4.979908627968235e-06	0.0017991486037166786
614.2857142857142	-5.642857142857142	8.156594969290141e-07	0.001799156069721675
614.2857142857142	-6.428571428571429	1.3359644684630276e-07	0.001799157137293714
614.2857142857142	-7.214285714285714	2.1881680421961097e-08	0.0017991563640675221
614.2857142857142	-8.0	3.583986753005523e-09	0.0017991504490369238
571.4285714285714	3.0	0.9995911763844811	4.929831238554822e-07
571.4285714285714	2.2142857142857135	0.9975091662495875	3.0035911739823736e-06
571.4285714285714	1.4285714285714288	0.9849834193756586	1.8107860077098047e-05
571.4285714285714	0.6428571428571423	0.9148461150920902	0.00010268347180501702
571.4285714285714	-0.14285714285714324	0.637636804592423	0.0004369584666562193
571.4285714285714	-0.9285714285714288	0.22373143560554795	0.0009360694634204631
571.4285714285714	-1.7142857142857144	0.04507839486460188	0.0011514996173268334
571.4285714285714	-2.5	0.007672580085323573	0.0011966057090277112
571.4285714285714	-3.2857142857142856	0.0012648018974367285	0.0012043325780247863
571.4285714285714	-4.071428571428571	0.00020738044084849978	0.00120560767787845
571.4285714285714	-4.857142857142858	3.397260321690725e-05	0.001205816783024287
571.4285714285714	-5.642857142857142	5.564509379767261e-06	0.0012058510389041652
571.4285714285714	-6.428571428571429	9.114117304337403e-07	0.0012058566484110104
571.4285714285714	-7.214285714285714	1.4927966754433014e-07	0.0012058575584770936
571.4285714285714	-8.0	2.44504258581722e-08	0.0012058576543187093
528.5714285714286	3.0	0.9999550971578476	3.396439461300725e-08
528.5714285714286	2.2142857142857135	0.9997259129180605	2.0731876565241643e-07
528.5714285714286	1.4285714285714288	0.9983289264751094	1.2639957273610537e-06
528.5714285714286	0.6428571428571423	0.9898837308398364	7.65192004133425e-06
528.5714285714286	-0.14285714285714324	0.9412694028159975	4.442367305496408e-05
528.5714285714286	-0.9285714285714288	0.7241406590930894	0.00020865929798716157
528.5714285714286	-1.7142857142857144	0.3006763008186429	0.000528966653332431
528.5714285714286	-2.5	0.06578876760123711	0.0007066349818921173
528.5714285714286	-3.2857142857142856	0.01140280647671439	0.0007477723836408889
528.5714285714286	-4.071428571428571	0.0018856383375056645	0.0007549711452558873
528.5714285714286	-4.857142857142858	0.000309335273677603	0.0007561634568576523
528.5714285714286	-5.642857142857142	5.067893890244255e-05	0.0007563591038460305
528.5714285714286	-6.428571428571429	8.301023293325592e-06	0.0007563911583864756
528.5714285714286	-7.214285714285714	1.3596288190745333e-06	0.0007563964088002351
528.5714285714286	-8.0	2.2269300184331548e-07	0.000756397268535939
485.7142857142857	3.0	0.9999965733156285	1.4953039112318351e-09
485.7142857142857	2.2142857142857135	0.9999790790793719	9.129272220743528e-09
485.7142857142857	1.4285714285714288	0.9998722830045667	5.5731926871463404e-08
485.7142857142857	0.6428571428571423	0.9992207444737142	3.400441096972327e-07
485.7142857142857	-0.14285714285714324	0.9952611844850956	2.0678792109526443e-06
485.7142857142857	-0.9285714285714288	0.9717510671098132	1.2327000466754152e-05
485.7142857142857	-1.7142857142857144	0.849267821533195	6.577507345175469e-05
485.7142857142857	-2.5	0.4799347763668357	0.00022694111313028735
485.7142857142857	-3.2857142857142856	0.13130399608507923	0.00037907329616688356
485.7142857142857	-4.071428571428571	0.024158779664098816	0.0004258283064700004
485.7142857142857	-4.857142857142858	0.004038537151748064	0.0004346081865072349
485.7142857142857	-5.642857142857142	0.0006637108550867035	0.000436080861104346
485.7142857142857	-6.428571428571429	0.00010876915038178168	0.00043632302128669063
485.7142857142857	-7.214285714285714	1.781685120454915e-05	0.00043636271018577735
485.7142857142857	-8.0	2.918254324588176e-06	0.00043636921149335254
442.85714285714283	3.0	0.999999836115962	3.7038407339581494e-11
442.85714285714283	2.2142857142857135	0.999998999422855	2.261341880278435e-10
442.85714285714283	1.4285714285714288	0.9999938911052072	1.3806331381661285e-09
442.85714285714283	0.6428571428571423	0.9999627039029066	8.429057843971369e-09
442.85714285714283	-0.14285714285714324	0.9997723356730761	5.1452991873427154e-08
442.85714285714283	-0.9285714285714288	0.9986116314212856	3.1377650668521474e-07
442.85714285714283	-1.7142857142857144	0.9915831117105598	1.9022483260977257e-06
442.85714285714283	-2.5	0.9507287743220152	1.1135481831097207e-05
442.85714285714283	-3.2857142857142856	0.7596414108124867	5.4321942935030035e-05
442.85714285714283	-4.071428571428571	0.34108576116955347	0.00014891709091907585
442.85714285714283	-4.857142857142858	0.07815857461623787	0.00020833962258651415
442.85714285714283	-5.642857142857142	0.013696720740234865	0.00022290824373257637
442.85714285714283	-6.428571428571429	0.0022693691344511037	0.0002254908681283167
442.85714285714283	-7.214285714285714	0.0003724052448795182	0.0002259195890943742
442.85714285714283	-8.0	6.10150213426929e-05	0.00022598996445480831
400.0	3.0	0.9999999957603877	4.304009513232398e-13
400.0	2.2142857142857135	0.999999974115462	2.6277708997835193e-12
400.0	1.4285714285714288	0.9999998419645033	1.6043596366261512e-11
400.0	0.6428571428571423	0.9999990351304942	9.795253106855643e-11
400.0	-0.14285714285714324	0.999994109112522	5.980366621857891e-10
400.0	-0.9285714285714288	0.9999640348437271	3.6511446013045677e-09
400.0	-1.7142857142857144	0.9997804585637435	2.228761425845801e-08
400.0	-2.5	0.9986611119000209	1.3592250291068923e-07
400.0	-3.2857142857142856	0.9918810471266721	8.242275032557114e-07
400.0	-4.071428571428571	0.9524034290704985	4.831953514203371e-06
400.0	-4.857142857142858	0.7662137584099834	2.3733731988860728e-05
400.0	-5.642857142857142	0.34929943831108484	6.605843366660105e-05
400.0	-6.428571428571429	0.08081728650735656	9.331445887442017e-05
400.0	-7.214285714285714	0.014196409731462273	0.0001000777401693046
400.0	-8.0	0.002353155771453058	0.00010128005484971883
