descriptor-temperature	descriptor-logPressure	CO2_g	CO_g	O2_g
742.8571428571429	-1.7142857142857144	49.059239453706006	0.0	0.0
742.8571428571429	-2.5	8.036396444432384	0.0	0.0
742.8571428571429	-3.2857142857142856	1.3163022811795264	0.0	0.0
742.8571428571429	-4.071428571428571	0.2155957651358924	0.0	0.0
742.8571428571429	-4.857142857142858	0.03531102614347305	0.0	0.0
742.8571428571429	-5.642857142857142	0.00578228377951166	0.0	0.0
742.8571428571429	-6.428571428571429	0.0009457932094957422	0.0	0.0
742.8571428571429	-7.214285714285714	0.00015365170569766202	0.0	0.0
742.8571428571429	-8.0	2.4036299479584816e-05	0.0	0.0
700.0	3.0	19432.892195122957	0.0	0.0
700.0	2.2142857142857135	67929.70082818302	0.0	0.0
700.0	1.4285714285714288	67126.26446781744	0.0	0.0
700.0	0.6428571428571423	18960.956205730083	0.0	0.0
700.0	-0.14285714285714324	3450.576644772619	0.0	0.0
700.0	-0.9285714285714288	575.3142729670882	0.0	0.0
700.0	-1.7142857142857144	94.50682322079241	0.0	0.0
700.0	-2.5	15.486648505042627	0.0	0.0
700.0	-3.2857142857142856	2.536747785460184	0.0	0.0
700.0	-4.071428571428571	0.41549749207678766	0.0	0.0
700.0	-4.857142857142858	0.06805403116990695	0.0	0.0
700.0	-5.642857142857142	0.011146345585691447	0.0	0.0
700.0	-6.428571428571429	0.001825467870186249	0.0	0.0
700.0	-7.214285714285714	0.000298807341590905	0.0	0.0
700.0	-8.0	4.875818571372393e-05	0.0	0.0
657.1428571428571	3.0	1532.782375830091	0.0	0.0
657.1428571428571	2.2142857142857135	8085.918554124919	0.0	0.0
657.1428571428571	1.4285714285714288	24135.256078087627	0.0	0.0
657.1428571428571	0.6428571428571423	18315.013670093624	0.0	0.0
657.1428571428571	-0.14285714285714324	4558.214447207333	0.0	0.0
657.1428571428571	-0.9285714285714288	806.9197374632431	0.0	0.0
657.1428571428571	-1.7142857142857144	133.89707561936245	0.0	0.0
657.1428571428571	-2.5	21.977918595435586	0.0	0.0
657.1428571428571	-3.2857142857142856	3.601012694455138	0.0	0.0
657.1428571428571	-4.071428571428571	0.5898414928750099	0.0	0.0
657.1428571428571	-4.857142857142858	0.0966106666908646	0.0	0.0
657.1428571428571	-5.642857142857142	0.015823814995268082	0.0	0.0
657.1428571428571	-6.428571428571429	0.002591763651804174	0.0	0.0
657.1428571428571	-7.214285714285714	0.00042449365278989177	0.0	0.0
657.1428571428571	-8.0	6.951784959430023e-05	0.0	0.0
614.2857142857142	3.0	79.13906454285559	0.0	0.0
614.2857142857142	2.2142857142857135	469.73547532567	0.0	0.0
614.2857142857142	1.4285714285714288	2433.862596404839	0.0	0.0
614.2857142857142	0.6428571428571423	6775.1089397718015	0.0	0.0
614.2857142857142	-0.14285714285714324	4649.119734787987	0.0	0.0
614.2857142857142	-0.9285714285714288	1109.2544840319315	0.0	0.0
614.2857142857142	-1.7142857142857144	194.656341212813	0.0	0.0
614.2857142857142	-2.5	32.25224811281608	0.0	0.0
614.2857142857142	-3.2857142857142856	5.292591157776438	0.0	0.0
614.2857142857142	-4.071428571428571	0.8671393110875755	0.0	0.0
614.2857142857142	-4.857142857142858	0.1420354237968928	0.0	0.0
614.2857142857142	-5.642857142857142	0.0232640860974712	0.0	0.0
614.2857142857142	-6.428571428571429	0.003810414882258605	0.0	0.0
614.2857142857142	-7.214285714285714	0.0006241052577617899	0.0	0.0
614.2857142857142	-8.0	0.00010222147382455314	0.0	0.0
571.4285714285714	3.0	2.6201283061905127	0.0	0.0
571.4285714285714	2.2142857142857135	15.930367962793694	0.0	0.0
571.4285714285714	1.4285714285714288	94.8340160509905	0.0	0.0
571.4285714285714	0.6428571428571423	499.47836903214176	0.0	0.0
571.4285714285714	-0.14285714285714324	1481.4316817889478	0.0	0.0
571.4285714285714	-0.9285714285714288	1113.5332252394455	0.0	0.0
571.4285714285714	-1.7142857142857144	275.9944406053286	0.0	0.0
571.4285714285714	-2.5	48.81582050981056	0.0	0.0
571.4285714285714	-3.2857142857142856	8.099105116269438	0.0	0.0
571.4285714285714	-4.071428571428571	1.3293578092463376	0.0	0.0
571.4285714285714	-4.857142857142858	0.21781021501150072	0.0	0.0
571.4285714285714	-5.642857142857142	0.03567702505570316	0.0	0.0
571.4285714285714	-6.428571428571429	0.0058435718564013054	0.0	0.0
571.4285714285714	-7.214285714285714	0.0009571164087706278	0.0	0.0
571.4285714285714	-8.0	0.0001567655263120227	0.0	0.0
528.5714285714286	3.0	0.05104339105290511	0.0	0.0
528.5714285714286	2.2142857142857135	0.31149760076316735	0.0	0.0
528.5714285714286	1.4285714285714288	1.8965067954784298	0.0	0.0
528.5714285714286	0.6428571428571423	11.383865398377887	0.0	0.0
528.5714285714286	-0.14285714285714324	62.84396066889375	0.0	0.0
528.5714285714286	-0.9285714285714288	227.08885324105032	0.0	0.0
528.5714285714286	-1.7142857142857144	239.03562714953617	0.0	0.0
528.5714285714286	-2.5	69.868597672858	0.0	0.0
528.5714285714286	-3.2857142857142856	12.814932354413349	0.0	0.0
528.5714285714286	-4.071428571428571	2.139557167746069	0.0	0.0
528.5714285714286	-4.857142857142858	0.35154447223153434	0.0	0.0
528.5714285714286	-5.642857142857142	0.05760904742407514	0.0	0.0
528.5714285714286	-6.428571428571429	0.009436549416152505	0.0	0.0
528.5714285714286	-7.214285714285714	0.0015456279479088768	0.0	0.0
528.5714285714286	-8.0	0.0002531580044856907	0.0	0.0
485.7142857142857	3.0	0.0005119238874614342	0.0	0.0
485.7142857142857	2.2142857142857135	0.00312539192225091	0.0	0.0
485.7142857142857	1.4285714285714288	0.019077699434896237	0.0	0.0
485.7142857142857	0.6428571428571423	0.11632528146866725	0.0	0.0
485.7142857142857	-0.14285714285714324	0.7045951475720585	0.0	0.0
485.7142857142857	-0.9285714285714288	4.101000787444021	0.0	0.0
485.7142857142857	-1.7142857142857144	19.124206518238985	0.0	0.0
485.7142857142857	-2.5	37.28831983768235	0.0	0.0
485.7142857142857	-3.2857142857142856	17.040351509896517	0.0	0.0
485.7142857142857	-4.071428571428571	3.5219803959790608	0.0	0.0
485.7142857142857	-4.857142857142858	0.6008961191245912	0.0	0.0
485.7142857142857	-5.642857142857142	0.0990885244504745	0.0	0.0
485.7142857142857	-6.428571428571429	0.01624767704699736	0.0	0.0
485.7142857142857	-7.214285714285714	0.0026616809574024993	0.0	0.0
485.7142857142857	-8.0	0.0004359680395697774	0.0	0.0
442.85714285714283	3.0	2.187955501023645e-06	0.0	0.0
442.85714285714283	2.2142857142857135	1.3358326187105985e-05	0.0	0.0
442.85714285714283	1.4285714285714288	8.15571221347126e-05	0.0	0.0
442.85714285714283	0.6428571428571423	0.000497907982427967	0.0	0.0
442.85714285714283	-0.14285714285714324	0.0030387711947963587	0.0	0.0
442.85714285714283	-0.9285714285714288	0.01850986692338626	0.0	0.0
442.85714285714283	-1.7142857142857144	0.11142498506680679	0.0	0.0
442.85714285714283	-2.5	0.6253913995042674	0.0	0.0
442.85714285714283	-3.2857142857142856	2.4376434319538856	0.0	0.0
442.85714285714283	-4.071428571428571	3.000505216646727	0.0	0.0
442.85714285714283	-4.857142857142858	0.9619107009371017	0.0	0.0
442.85714285714283	-5.642857142857142	0.18035533096217446	0.0	0.0
442.85714285714283	-6.428571428571429	0.030228761556377545	0.0	0.0
442.85714285714283	-7.214285714285714	0.00496999476030419	0.0	0.0
442.85714285714283	-8.0	0.0008145395454149408	0.0	0.0
400.0	3.0	3.04199773054207e-09	0.0	0.0
400.0	2.2142857142857135	1.8572619126253018e-08	0.0	0.0
400.0	1.4285714285714288	1.1339328149696199e-07	0.0	0.0
400.0	0.6428571428571423	6.923104841081181e-07	0.0	0.0
400.0	-0.14285714285714324	4.226792376766766e-06	0.0	0.0
400.0	-0.9285714285714288	2.5804715689271666e-05	0.0	0.0
400.0	-1.7142857142857144	0.0001574903294490235	0.0	0.0
400.0	-2.5	0.000959389954511346	0.0	0.0
400.0	-3.2857142857142856	0.0057781971935066965	0.0	0.0
400.0	-4.071428571428571	0.03252590302711787	0.0	0.0
400.0	-4.857142857142858	0.12852915278755395	0.0	0.0
400.0	-5.642857142857142	0.16308417614052537	0.0	0.0
400.0	-6.428571428571429	0.053301431335670287	0.0	0.0
400.0	-7.214285714285714	0.010041571393903877	0.0	0.0
400.0	-8.0	0.0016844583221606744	0.0	0.0
